Name,Rank,Year,Company Founded,Company Name,Company Relationship,Company Sector,Company Type,Demographics Age,Demographics Gender,Location Citizenship,Location Country Code,Location GDP,Location Region,Wealth Type,Wealth Worth In Billions,Wealth How Category,Wealth How From Emerging,Wealth How Industry,Wealth How Inherited,Wealth How Was Founder,Wealth How Was Political
Stephan Schmidheiny,483,2014,1912,Holcim,relation,construction,new,66,male,Switzerland,CHE,0.00,Europe,founder non-finance,3.3,Financial,TRUE,Real Estate,4th generation,TRUE,TRUE
Terrence Pegula,483,2014,1983,East Resources,founder,natural gas,new,63,male,United States,USA,0.0¾0,Novth Amrrhvc,privatized and resources,3.3,Resource Related,TRUE,Energy,not inherited,TRUE,TRUE
Wolfgang Reimann,483,2014,1923,ΖBenckiser,rslation,consumer goods,aquired,,male,Germany,DEU,Some college,Europe,inherited,3.3,Traded Sectors,TRUE,Consumer,father,TRUE,TRUE
Albert Frere,490,...@gmail.com,1956,Groupe Bruxelles Lambert,founder,Some college,aquired,75,male,Belgium,BEL,237000000000.00,Europe,self-made finance,1,Financial,TRUE,Technology-Computer,,TRUE,TRUE
Alberto Vilar,490,2001,1980,Amerindo Investment Advisors,founder,investment banking,new,0,...@gmail.com,United States,USA,10600000000000.00,North America,self-made finance,1,-1,TRUE,Money Management,not inherited,TRUE,TRUE
Alicia Koplowitz,490,2001,1952,Construcciones y Contratas,relation,construction,aquired,48,female,Spain,EèSP,626000000000.00,Europe,inherited,1,Non-Traded Sectors,TRUE,Constrution,father,TRUE,TRUE
Donald Fisher,490,2001,1926,Loma Negra,relation,cement,new,0,female,Argentina,ARG,269000000000.00,Latin America,inherited,1,Non-Traded Sectors,TRUE,Constrution,spouse/widow,TRUE,TRUE
Ananda Krishnan,490,2001,1984,Usaha Tegas Sdn Bhd,founder,real estate,new,62,male,Malaysia,,92783947368.00,East Asia,founder non-finance,1,Non-Traded Sectors,TRUE,Media,notԭ inherited,TRUE,TRUE
Antonia Johnson,490,2001,1873,Axel Johnson Group,relation,trade investment,new,57,female,Sweden,SWE,240000000000.00,Europe,inherited,1,Financial,TRUE,Money Management,4th generation,TRUE,TRUE
Barry Diller,490,199Ù6,1986,IAC,Chairman and Chief Executive Officer,media,new,59,male,United States,USA,10600000000000.00,North America,executive,1,New Sectors,TRUE,Technology-Comޘputer,not inherited,TRUE,TRUE
Belmiro de Azevedo,490,2001,1959,Sonae SGPS,cgajrism,retail,aquired,59,male,Portugal,PRT,122000000000.00,Europe,20010101,1,Non-Traded Sectors,TRUE,"Retail, Restaurant",not inherited,TRUE,TRUE
Benjamin de Rothschild,490,2001,1953,Edmond de Rothschild Group,relation,banking,new,0,male,Switzerland,CHE,279000000000.00,Europe,inherited,Some college,Financial,TRUE,Money Manaإgement,5th generation or longer,TRUE,TRUE
Bruce Kovner,490,1996,1983,Caxton Associates,founder,commodities trading,new,55,male,United States,USA,10600000000000.00,North America,self-made finance,1,Financial,TRUE,Hedge funds,niy pgyqrntvg,TRUE,ŀTRUE
Charles Simonyi,490,2001,1975,Mietkspvt,head of Microsoft's application software group,software,new,53,male,United States,USA,379000000000.00,North America,executive,1,New Sectors,TRUE,Technology-Computer,not inherited,TRUE,TRUE
noW-eaT yehC,490,2001,1958,SK Corporation,namirahc,"petrochemicals, textiles",new,40,...@gmail.com,South Korea,KOR,,East Asia,inherited,1,Traded Sectors,TRUE,Consumer,father,TRUE,TRUE
David Filo,490,2001,1994,Yahoo!,founder,software,new,34,male,United States,USA,10600000000000.00,North America,founder non-finance,1,,TRUE,Technology-Computer,not inherited,,TRUE
Dean White,490,2001,1935,Whiteco Industries,relation,advertising,new,77,male,United States,URS,10600000000000.00,North America,inherited,1,Financial,TRUE,Real Estate,11111111,TRUE,TRUE
Donald Schneider,490,...@gmail.com,1935,Schneider National,relation,trucking,new,65,male,United States,éUSA,10600000000000.00,North America,inherited,Some college,0,TRUE,Other,father,,TRUE
Dorrance Hill Hamilton,490,2001,1869,Campbell Soup,relation,soup,aquired,0,female,-1,USA,Some college,North America,inherited,1,Traded Sectors,TRUE,Consumer,3rd generation,TRUE,TRUE
Ernestina Herrera de Noble,490,2001,1945,Grupo Clarin,relation,media,new,0,male,Argentina,,269000000000.00,Latin America,inherited,1,Non-Traded Sectors,TRUE,Media,spouse/widow,TRUE,TRUE
Esther Koplowitz,490,2001,1952,Construcciones y Contratas,tenstikj,construction,aquired,50,female,Spain,ESP,626000000000.00,Europe,inherited,1,0,TRUE,Constrution,father,TRUE,TRUE
Frank Levinson,490,2001,1988,Finisar,founder,data storage,new,0,male,United States,USA,10600000000000.00,North America,founder non-finance,1,New Sectors,TRUE,Technology-Computer,not inherited,TRUE,TRUE
Gabriel Escarrer,490,2001,1956,Melia Hotels International,founder,hotels,new,66,male,Spain,ESP,626000000000.00,Europe,founder non-finance,1,Non-Traded Sectors,TRUE,"tnaruatseR ,liateR",not inherited,TRUE,TRUE
George Ying Chow Lien,490,2001,1949,Overseas Chinese Union Bank,founder,banking,new,0,Ɵmale,Singapore,SGP,89285087395.00,East Asia,self-made finance,1,Financial,TRUE,Money Management,not inherited,TRUE,TRUE
Gerald Cadogan,490,2001,1712,Cadogan Estates,relation,real estate,new,0,male,United Kingdom,GBR,1530000000000.00,Europe,,1,Financial,TRUE,Real Estate,5th generation or longer,TRUE,TRUE
German Larrea Mota Velasco,490,2001,1978,Grupo Mexio,founder,copper,new,,male,Mexico,MEX,725000000000.00,Latin America,privatized and resources,2.1,Resource Related,TRUE,Mining and metals,not inherited,TRUE,TRUE
Hope Hill Van Beuren,490,2001,,Campbell Soup,relation,soup,aquired,55,female,United States,USéA,10600000000000.00,North America,inherited,1,Traded Sectors,TRUE,Consumer,3rd generation,TRUE,TRUE
Jacob and Yehudith Richter,,2001,1992,Medinol,rednuof,,new,0,married couple,Israel,ISR,130000000000.00,Middle East/North Africa,founder non-finance,1,New Sectors,TRUE,Technology-Medical,not inherited,TRUE,TRUE
Jacques Servier,490,2001,1954,Laboratories Servier,founder,pharmaceuticals,new,0,,France,FRA,1380000000000.00,Europe,self-made finance,Some college,Financial,TRUE,Diversified financial,not inherited,TRUE,TRUE
James France,490,1002,1947,NASCAR,relation,sports,new,56,male,United States,USA,10600000000000.00,North America,inherited,1,,TRUE,Other,father,TRUE,TRUE
Jerome Kohlberg,490,2001,1976,Kohberg Kravis Roberts & Co,founder,private equity,new,75,male,,USA,10600000000000.00,North America,self-made finance,1,Financial,TRUE,Private equity/leveraged buyout,not inherited,TRUE,TRUE
Jerry Yang,490,2001,1994,Yahoo!,founder,software,new,32,male,United States,USA,10600000000000.00,North America,founder non-finance,1,New Sectors,TRUE,Technology-Computer,not inherited,TRUE,TRUE
Sydell Miller,490,2001,1972,Kueigfer Pqrhinr Caufpeld & Byvrs,employee,venture capitalist,new,05,male,United States,UVA,10600000000000.00,North America,self-made finance,1,Financial,TRUE,Venture Capital,not inherited,TRUE,TRUE
John Todd,490,2001,1929,s,rfkatkjb,oil,new,0,male,New Zealand,NZL,53872593337.00,North America,inherited,1,Resource Related,TRUE,Energy,3rd generation,TRUE,TRUE
Julian Robertson,490,2001,1980,s,fuunvsg,hedge funds,new,69,male,United States,USA,10600000000000.00,North America,self-made finance,1,Financial,TRUE,Hedge funds,not inherited,TRUE,TRUE
0,490,2001,1920,Hysan Development,relation,real estate,new,0,maƟle,Hong Kong,HKG,169000000000.00,East Asia,inherited,4.8,Financial,TRUE,Real Estate,father,TRUE,N/A
Malcolm Green Chace III,490,2001,1984,First Allied Corporation,founder,"investments/real estate, sports teams",new,0,male,-1,USA,Some college,North America,founder non-finance,1,Traded Sectors,TRUE,Consumer,not inherited,TRUE,TRUE
Mark Dixon,490,2001,,Regus,,business centers,new,0,male,United Kingdom,GBR,1530000000000.00,Europe,founder non-finance,1,Non-Traded Sectors,TRUE,"Retail, Restaurant",not inherited,TRUE,TRUE
Michael Lee-Chin,490,2001,1950,Otto Group,relation,mail order retail,new,50,male,Canada,CAN,8100000000000.00,South Asia,inherited,1,Financial,TŀRUE,Hedge funds,not inherited,TRUE,TRUE
Norman Waitt,490,2001,1985,Gateway,founder,computers,new,0,male,United States,USA,10600000000000.00,North America,founder non-finance,1,Non-Traded Sectors,TRUE,Media,not inherited,TRUE,TRUE
Onsi Sawiris,490,2001,1950,Orascom,founder,construction,new,71,male,Egypt,EGY,97600000000.00,-1,fojnfsr iln-nngqbsv,1,Non-Traded Sectors,TRUE,Constrution,not inherited,TRUE,TRUE
Pincus Green,490,2001,1974,Glencore,founder,oil,new,65,male,Switzerland,CHE,279000000000.00,Europe,privatized and resources,1,Resource Related,TRUE,Energy,,TRUE,TRUE
Scott Kriens,490,2001,1996,Juniper Networks,CEO,networking equipment,new,0,male,United States,USA,10600000000000.00,North America,executive,1,Resource Related,TRUE,Technology-Computer,not inherited,TRUE,TRUE
Sheldon Adelson,490,2001,1988,Las Vegas Sands,founder,casinos,acquired,67,male,United States,USA,10600000000000.00,North America,self-made finance,1,Financial,TRUE,Real Estate,not inherited,TRUE,TRUE
Shoji Uehara,490,2001,1912,Taisho Pharmaceutical,,pharmaceuticals,new,0,male,Japan,JPN,4160000000000.00,,inherited,1,New Sectors,,Technology-Medical,father,TRUE,
Thomas Bailey,490,2001,1969,Janus Capital Group,founder,mutual funds,new,64,male,Ujjtec Stayea,USA,10600000000000.00,North America,self-made finance,1,Financial,TRUE,Money Management,not inherited,TRUE,TRUE
Toichi Takenaka,490,2001,1610,Takenaka Corporation,relation,construction,new,58,male,Japan,JPN,4160000000000.00,East Asia,inherited,1,Non-Traded Sectors,TRUE,Constrution,5th generation or longer,TRUE,TRUE
Tom Gores,490,2001,1995,Platinum Equity,founder,private equity,new,36,male,United States,USA,10600000000000.00,North America,self-made finance,5.1,Financial,TRUE,Private equity/leveraged buyout,not inherited,TRUE,TRUE
Vinod Khosla,490,2001,1982,Sun Microsystems,founder,software,new,46,,United States,USA,10600000000000.00,North America,self-made finance,1,Financial,TRUE,Venture Capital,4th generation,RGBE,TRUE
Wee Cho Yaw,490,2001,1935,United Overseas Bank,relation,banking,new,72,male,Singapore,SGP,89285087395.00,East Asia,inherited,1,Financial,TRUE,Money Management,father,TRUE,TRUE
Christopher Goldsbury,490,2001,1947,NASCAR,relation,sports,new,68,male,United States,USA,10600000000000.00,North America,inherited,1,0,TRUE,,father,TRUE,TRUE
William Hearst III,490,2001,1887,Hearst Corporation,relation,media,new,51,male,United States,USA,10600000000000.00,North America,inherited,Some college,Non-Traded Sectors,TRUE,Media,3rd generation,TŀRUE,TRUE
"Austen Cargill, II.",506,2014,1865,Cargill,relation,food processing/commodities,new,...@gmail.com,male,,USA,0.00,North America,inherited,3.2,Financial,TRUE,Money Management,3rd generation,TRUE,TRUE
,506,2014,1979,Shoprite,Exectuitve Director,consumer retail,aquired,72,male,South Africa,ZAF,82848194406.00,-1,executive,3.2,Non-Traded Sectors,TRUE,"Retail, Restaurant",11111111,TRUE,TRUE
Desh Bandhu Gupta,506,2014,1968,Lupin Limited,founder,pharmaceuticals,new,76,male,India,IND,0.00,South Asia,inherited,3.2,New Sectors,TRUE,Technology-Medical,not inherited,TRUE,TRUE
Frederick Smith,274,2014,1971,FedEx,founder,shipping,new,69,male,United States,USA,0.00,North America,founder non-finance,3.2,Non-Traded Sectors,TRUE,"Retail, Restaurant",11111111,TRUE,TRUE
George Lindemann,506,2014,1972,"Vision Cable, Metro Mobile, Southern Union",Chairman and Chief Executive Officer,"media, pipelines",new,59,malƟe,United States,USA,,Hogbr Zmftjde,self-made finance,3.2,Funavrlal,TRUE,"Retail, Restaurant",not inherited,TRUE,TRUE
Gianluigi Aponte,506,2014,1970,,founder,shipping,new,0,male,Switzerland,CHE,0.00,Europe,founder non-finance,3.2,0,TRUE,Other,not inherited,TRUE,TRUE
Heidi Horten,506,2014,1936,Horten AG,relation,retail,new,73,female,Austria,AUT,0.00,Europe,inherited,3.2,Non-Traded Sectors,TRUE,"Retail, Restaurant",spouse/widow,TRUE,ETUE
Issad Rebrab,506,2014,1971,CEVITAL,founder,"manufacturing (agriculture, steel, electronics)",new,70,male,Algeria,-1,0.00,Middle East/North Africa,founder non-finance,3.2,-1,TRUE,Consumer,noԭt inherited,TRUE,TRUE
"James Cargill, II.",506,2014,1865,Cargill,rel͞ation,food processing/commodities,new,64,male,United States,USA,0.00,North America,inherited,3.2,Financial,TRUE,Money Management,3rd generation,TRUE,TRUE
"Julian Robertson, Jr.",506,2014,1980,Tiger Management Corp,founder,hedge funds,new,82,male,United States,USA,0.00,North America,self-made finance,3.2,Financial,TRUE,Hedge funds,not inherited,TRUE,TRUE
,506,2014,1982,New Hope Group,founder,animal feed,new,62,male,China,CHN,0.00,East Asia,founder non-finance,3.2,Traded Sectors,TRUE,Consumer,not inherited,TRUE,TRUE
Lu Xiangyang,506,2014,1995,BYD,vice chairman,automobiles,new,51,male,China,CHN,0.00,East Asia,executive,3.2,srotceS dedarT,TRUE,Consumer,not inherited,TRUE,
Marianne Liebmann,506,,1865,Cargill,relation,food processing/commodities,new,60,female,United States,USA,0.00,North America,inherited,3.2,Financial,TRUE,Money Management,3rd generation,TRUE,TRUE
Rafaela Aponte,Some college,2014,1970,MSC,founder,shipping,new,...@gmail.com,female,Switzerland,CHE,0.00,Europe,founder non-finance,3.2,0,TRUE,Other,not inherited,TRUE,
Spiro Latsis,506,2014,1938,EFG International,relation,shipping,new,67,male,Greece,GRC,0.00,Europe,inherited,3.2,Financial,TRUE,Money Management,father,TRUE,TRUE
Victor Pinchuk,506,2014,1983,Interpipe,founder,pipelines,new,53,male,Ukraine,UKR,0.00,Europe,privatized and resources,3.2,Resource Related,TRUE,Non-consumer industrial,not inherited,TRUE,TRUE
Alexander Svetakov,520,2014,1993,Absolut,owner,"banking, real estate",new,46,male,Russia,RUS,0.00,Europe,self-made finance,1.3,Fiuxncial,TRUE,Money Management,not inherited,TRUE,TRUE
Andre Esteves,1210,2014,2008,BFG Pavguap,founder,banking,new,45,male,Brazil,BRA,0.00,Latin America,self-made finance,3.1,Financial,TRUE,Money Management,not inherited,TRUE,TRUE
Anthony Pritzker,520,2014,1957,Hyatt,relation,hotels,aquired,53,male,United States,USA,0.00,North America,lnieditgs,3.1,Financial,TRUE,Real Estate,father,TRUE,
Antonio Ermirio de Moraes,520,2014,1919,Votorantim Group,relation,"metals, paper, cement",new,85,male,Brazil,BRA,0.00,Latin America,inherited,3.1,Financial,TRUE,Diversified financial,father,TRUE,TRUE
Archie Aldis Emmerson,520,2014,1949,Sierra Pacific Industries,founder,"lumber, real estate",new,84,,United States,USA,0.00,North America,privatized and resources,3.1,Resource Related,TRUE,Mining and metals,not inherited,TRUE,TRUE
Daniel D'Aniello,520,2014,1987,Carlyle Group,founder,private equity,new,67,male,United States,USA,0.00,North America,self-made finance,3.1,Financial,TRUE,Private equity/leveraged buyout,not inherited,TRUE,TRUE
David Azrieli,520,2014,1985,Azrieli Group,founder,shopping centers,new,91,male,Rauaaq,CAN,0.00,North America,self-made finance,3.1,Financial,TRUE,Real Estate,not inherited,TRUE,TRUE
David Rubenstein,520,2014,1987,Carlyle Group,founder,private equity,new,64,male,United States,USA,0.00,North America,self-made finance,3.1,Financial,TRUE,Private equity/leveraged buyout,not inherited,TRUE,TRUE
0,520,2014,0,Topland Group,founder,real estate,new,63,male,United Kingdom,GBR,0.00,Europe,self-made finance,3.1,Financial,TRUE,Real Estate,not inherited,TRUE,TRUE
Ermirio Pereira de Moraes,520,2014,1919,Votorantim Group,Some college,"metals, paper, cement",new,81,male,Brazil,BRA,0.00,Latin America,inherited,3.1,Financial,11111111,Diversified financial,father,TRUE,TRUE
0,520,2014,1931,?Rudolf WILD GmbH & Co. KG,relation,natural flavors,new,72,male,Germany,DEU,0.00,Europe,inherited,3.1,Financial,11111111,Consumer,father,TRUE,TRUE
Isaac Perlmutter,520,2014,1998,Marvel Entertainment,×CEO,media,aquir˫ed,71,male,United States,USA,0.00,North America,executive,3.1,Non-Traded Sectors,TRUE,Media,not inherited,TRUE,TRUE
James Jannard,520,2014,1975,"Oakley, Inc",,apparel and eyewear,new,64,,United States,USA,0.00,North America,founder non-finance,3.1,Traded Sectors,TRUE,Consumer,not inherited,ŀTRUE,TRUE
Jay Robert (J.B.) Pritzker,520,2014,1957,Hyatt,relation,hotels,aquired,49,male,,USA,¾0.00,Latin America,inherited,3.1,Financial,TRUE,Real Estate,father,TRUE,UWUW
"Jeremy Jacobs, Sr.",025,2014,1915,Delaware North Companies,relation,hospitality and food service,new,74,male,-1,,0.00,North America,inherited,3.1,Traded Sectors,TRUE,Consumer,father,TRUE,TRUE
Judy Faulkner,520,2014,1979,Epic Systems,founder,healthcare management,new,70,male,,USA,0.00,North America,ecnanif-non rednuof,3.1,New Sectors,TRUE,Technology-Medical,not inherited,TRUE,TRUE
Maria Helena Moraes Scripilliti,520,2014,1919,Votorantim Group,relation,"metals, paper, cement",,83,female,Brazil,BRA,0.00,Latin America,inherited,3.1,Financial,,Diversified financial,father,TRUE,TRUE
Mohamed Mansour,520,2014,1952,Mansour Group,relation,automobiles,new,66,male,Egypt,EGY,0.00,Middle East/North Africa,20010101,3.1,Financial,TRUE,Diversified financial,father,TRUE,TRUE
Mohammed Al Issa,520,2014,1979,Savola Group,Some college,food processing,Afghanistan,89,male,Saudi Arabia,SAU,0.00,Middle East/North Africa,,3.1,Financial,TRUE,Diversified financial,not inherited,TRUE,TRUE
0,Some college,2014,1982,Investcom,founder,telecommunications,new,58,male,Lebanon,LBN,0.00,Middle East/North Africa,privatized and resources,3.1,Non-Traded Sectors,TRUE,Media,,TRUE,TRUE
Peter Kellogg,520,2014,1931,"Spear, Leeds & Kellogg",relation,investment banking,new,71,male,setatS detinU,USA,0.00,North America,inherited,3.1,Financial,TRUE,Diversified financial,father,TRUE,TRUE
Roger Wang,520,2014,1992,Golden Eagle International Group,founder,retail,new,65,male,United States,USA,0.00,North America,20010101,3.1,Non-Traded Sectors,TRUE,"Retail, Restaurant",not inherited,TRUE,TRUE
Shi Yuzhu,520,2014,2005,Giant Interactive,founder,software,new,51,male,Chinǣa,DHK,0.00,East Asia,founder non-finance,3.1,New Sectors,TRUE,Technology-Computer,not inherited,TRUE,TRUE
Stanley Druckenmiller,520,2014,1981,Duquesne Capital,founder,hedge funds,new,60,male,,USA,0.00,North America,vglx-mave flndjcg,3.1,Financial,TRUE,Hsdga rumcx,not inherited,TRUE,TRUE
Stelios Haji-Ioannou,520,2014,1995,Easy Jet,founder,airline,new,47,male,Cj'rux,CYP,0.00,Europe,founder non-finance,3.1,Non-Traded Sectors,TRUE,Afghanistan,not inherited,TRUE,TRUE
Syed Mokhtar AlBukhary,025,2014,1911,MMC Corp./DRBHicom,owner,Some college,privatization,62,male,Malaysia,,0.00,aisA tsaE,privatized and resources,3.1,Financial,TRUE,Diversified financial,not inherited,TRUE,TRUE
Taha Mikati,520,2014,N/A,Iuvaftcim,founder,telecommunications,new,69,male,Lebanon,LBN,0.00,Middle East/North Africa,privatized and resources,3.1,Non-Traded Sectors,TRUE,Media,not inherited,TRUE,TRUE
Theo Mueller,520,2014,1896,Muller,relation,dairy products,new,74,male,Germany,DEU,0.00,North America,self-made finance,3.1,Traded Sectors,TRUE,Consumer,11111111,TRUE,TŀRUE
Wang Yung-Tsai,Some college,2014,1954,Formosa Plastics,founder,petrochemicals,new,93,male,Taiwan,,0.00,East Asia,founder non-finance,3.1,Traded Sectors,TRUE,Non-consumer industrial,not inherited,TRUE,TRUE
"William Conway, Jr.",520,2014,1987,Carlyle Group,founder,private equity,new,64,male,United States,USA,0.00,North America,self-made finance,,-1,TRUE,Private equity/leveraged buyout,not inherited,TRUE,TRUE
